지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 상대습도(%)
108,서울,2020-08-07,24.3,0,1.8,50,85.3
108,서울,2020-08-08,24.2,19.1,2.3,70,89.5
108,서울,2020-08-09,24.9,50.3,2.6,200,95.4
108,서울,2020-08-10,26.5,44.6,2,200,91.6
108,서울,2020-08-11,24.6,97,2.2,200,92.5
108,서울,2020-08-12,27.2,,1.9,50,83.9
108,서울,2020-08-13,28,,2.5,200,82.4
108,서울,2020-08-14,27.1,.4,3.5,200,86.1
108,서울,2020-08-15,26.1,69,1.9,200,96
108,서울,2020-08-16,27.4,,3,200,82.6
108,서울,2020-08-17,28.2,,2.3,200,77.9
108,서울,2020-08-18,27.5,,1.6,270,76.3
108,서울,2020-08-19,27.1,,2,270,76.8
108,서울,2020-08-20,27.7,,1.7,250,76
108,서울,2020-08-21,26.6,2.5,1.6,50,83.1
108,서울,2020-08-22,24.3,42.6,2.1,50,87.4
108,서울,2020-08-23,25.3,,1.9,270,78.4
108,서울,2020-08-24,27.8,,2.2,50,71.6
108,서울,2020-08-25,29.9,,2.1,200,69.5
108,서울,2020-08-26,30.2,.6,3.4,70,68.3
108,서울,2020-08-27,27.1,8.7,3.6,110,84.6
108,서울,2020-08-28,27.3,13.6,1.6,270,89.1
108,서울,2020-08-29,26.8,13.6,1.3,50,90.1
108,서울,2020-08-30,26.8,42.5,2.1,200,88.8
108,서울,2020-08-31,26.4,0,2.8,50,77.9
108,서울,2020-09-01,26.6,0,1.9,110,72.4
108,서울,2020-09-02,24.3,33.3,2.3,50,91.3
108,서울,2020-09-03,22.7,29.8,4.8,200,82
108,서울,2020-09-04,23.3,,2.7,200,63.9
108,서울,2020-09-05,23.3,,2,50,66.6
108,서울,2020-09-06,21.7,6.4,2.7,50,80
108,서울,2020-09-07,19.2,61,4.2,50,93.5
108,서울,2020-09-08,23.4,0,4.2,230,71.5
108,서울,2020-09-09,21.1,1.3,2.1,180,83.4
108,서울,2020-09-10,22.8,3.9,2,50,75.8
108,서울,2020-09-11,22.4,1.2,2.8,50,72.6
108,서울,2020-09-12,20.2,5.7,2,50,83.8
108,서울,2020-09-13,21.5,,1.9,50,70.4
108,서울,2020-09-14,21.3,0,1.8,270,79.3
108,서울,2020-09-15,23,,1.6,50,76.4
108,서울,2020-09-16,22.5,.3,1.9,180,79.9
108,서울,2020-09-17,21.3,,2.1,270,70.3
108,서울,2020-09-18,21.5,,2.8,250,62
108,서울,2020-09-19,21.2,.3,2.2,250,59.3
108,서울,2020-09-20,19.7,,2,290,57.6
108,서울,2020-09-21,19.1,,1.7,50,56.1
108,서울,2020-09-22,20.2,,2.8,50,55.3
108,서울,2020-09-23,19.2,,3.3,50,59.9
108,서울,2020-09-24,20.6,,3.7,50,59.6
108,서울,2020-09-25,20.1,,2.5,50,64.1
108,서울,2020-09-26,19.3,,2.4,50,62.5
108,서울,2020-09-27,20.4,,2,50,63.3
108,서울,2020-09-28,20.7,,2,50,66
108,서울,2020-09-29,19.6,,1.9,290,67.6
108,서울,2020-09-30,19.6,38.3,1.7,20,78
108,서울,2020-10-01,18.8,,2.1,50,74.9
108,서울,2020-10-02,19.2,0,2.3,180,79.6
108,서울,2020-10-03,19.9,0,1.6,270,72.5
108,서울,2020-10-04,16.6,0,2.8,270,65.1
108,서울,2020-10-05,13.3,,2.5,270,57.3
108,서울,2020-10-06,14.2,,2,290,55.9
108,서울,2020-10-07,16,,1.9,50,48.9
108,서울,2020-10-08,17.2,,3.1,50,53
108,서울,2020-10-09,17.2,,3,70,53.4
108,서울,2020-10-10,16.9,,2,70,60.1
108,서울,2020-10-11,16.9,,1.8,50,68.5
108,서울,2020-10-12,16.2,,2.2,250,68.6
108,서울,2020-10-13,13.6,,2.2,270,52.3
108,서울,2020-10-14,12.8,,2.4,290,47
108,서울,2020-10-15,11.7,,1.5,50,41.8
108,서울,2020-10-16,11.8,,1.5,50,64.3
108,서울,2020-10-17,13.1,,1.8,270,64.3
108,서울,2020-10-18,13.6,,2,20,65.5
108,서울,2020-10-19,15.1,,1.7,20,74.4
108,서울,2020-10-20,15.2,,1.6,20,67.1
108,서울,2020-10-21,14.1,,1.9,50,69.4
108,서울,2020-10-22,13.5,0,2.8,50,66
108,서울,2020-10-23,8.6,,3,270,51.5
108,서울,2020-10-24,8.7,,2.5,270,47.6
108,서울,2020-10-25,11.8,,1.7,20,62.5
108,서울,2020-10-26,12.9,,1.6,20,71.6
108,서울,2020-10-27,14,,1.8,270,74.1
108,서울,2020-10-28,13.8,,2.5,270,52.1
108,서울,2020-10-29,10.8,,2,270,40.3
108,서울,2020-10-30,11.9,,1.5,50,42.9
108,서울,2020-10-31,13.6,,2.6,200,60.3
108,서울,2020-11-01,13.7,13.6,2.3,200,84.3
108,서울,2020-11-02,10.8,1.7,2.3,270,58.3
108,서울,2020-11-03,5.1,.5,3.5,270,47.5
108,서울,2020-11-04,4.9,,2.3,270,43.9
108,서울,2020-11-05,9.6,,1.8,50,61.5
108,서울,2020-11-06,13.5,,1.7,50,63.3
108,서울,2020-11-07,14.6,.1,2.7,230,68.8
108,서울,2020-11-08,8.5,,3.1,270,43.8
108,서울,2020-11-09,5.5,,1.8,270,40.9
108,서울,2020-11-10,7.7,,2.2,270,56.1
108,서울,2020-11-11,9.3,,1.6,50,53.5
108,서울,2020-11-12,10.4,,1.7,20,56.9
108,서울,2020-11-13,12.2,,1.6,20,71.5
108,서울,2020-11-14,12.5,,1.7,50,66.9
108,서울,2020-11-15,11.1,,1.7,20,75
108,서울,2020-11-16,12.4,,1.6,50,70.1
108,서울,2020-11-17,15.9,.1,2.3,70,67.5
108,서울,2020-11-18,16.6,12.2,2.6,50,91.4
108,서울,2020-11-19,13.6,86.9,4.2,270,90.5
108,서울,2020-11-20,2.8,0,3.2,290,74.3
108,서울,2020-11-21,6.5,.2,2.1,50,67.9
108,서울,2020-11-22,5.6,4.8,2.5,270,80.5
108,서울,2020-11-23,1.7,,2.3,290,61.4
108,서울,2020-11-24,2.9,,1.8,20,54.5
108,서울,2020-11-25,4.6,,1.5,270,64.1
108,서울,2020-11-26,5.6,,1.7,270,66.5
108,서울,2020-11-27,4.1,0,2.7,270,61.6
108,서울,2020-11-28,-.1,,2.8,290,50
108,서울,2020-11-29,-.6,,2.2,270,59.6
108,서울,2020-11-30,-.2,,1.9,270,57.8
108,서울,2020-12-01,1.1,,1.9,290,44.5
108,서울,2020-12-02,2.4,,1.8,270,41.4
108,서울,2020-12-03,.7,,2.7,290,47.1
108,서울,2020-12-04,-.6,,1.8,290,53.8
108,서울,2020-12-05,2.1,,1.7,20,63.1
108,서울,2020-12-06,4.5,,1.8,50,66.9
108,서울,2020-12-07,3.4,,2.6,270,57.5
108,서울,2020-12-08,-.5,,2,320,50
108,서울,2020-12-09,1.5,,1.5,50,55.1
108,서울,2020-12-10,5.8,0,1.7,50,69.9
108,서울,2020-12-11,5.3,,1.8,270,77.1
108,서울,2020-12-12,2.3,,2.1,270,51.3
108,서울,2020-12-13,-1.1,2.9,2.9,270,74.9
108,서울,2020-12-14,-7.7,,3.4,290,49.1
108,서울,2020-12-15,-8.3,,2.8,290,43
108,서울,2020-12-16,-8.3,,2.6,290,43.9
108,서울,2020-12-17,-4.9,0,1.7,20,47
108,서울,2020-12-18,-2.1,.2,3,50,57
108,서울,2020-12-19,-5.1,,2.4,270,45.1
108,서울,2020-12-20,-3.7,,2,270,50.4
108,서울,2020-12-21,-1,,1.6,20,64.1
108,서울,2020-12-22,2,,2,20,67.6
108,서울,2020-12-23,4.5,0,2.3,50,76.6
108,서울,2020-12-24,2.6,,2.9,270,61.5
108,서울,2020-12-25,-.8,,2.1,250,51.9
108,서울,2020-12-26,2.2,,1.8,20,65.8
108,서울,2020-12-27,5.8,0,1.8,70,62.9
108,서울,2020-12-28,6.7,1.3,1.4,50,72.1
108,서울,2020-12-29,.1,.2,2.9,270,70.8
108,서울,2020-12-30,-10.9,,4.1,270,55.5
108,서울,2020-12-31,-8.9,0,2.4,270,53.9
