지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 상대습도(%)
108,서울,2013-02-12,-3.8,0,2.3,270,55.6
108,서울,2013-02-13,-1.3,,2,270,59.6
108,서울,2013-02-14,1.1,,2.3,50,60.1
108,서울,2013-02-15,-1.2,,3.9,290,48.4
108,서울,2013-02-16,-2.6,,2.1,270,38.8
108,서울,2013-02-17,2.3,0,2.5,50,44.5
108,서울,2013-02-18,.5,,3.5,290,49.8
108,서울,2013-02-19,-2.9,,4,290,27.5
108,서울,2013-02-20,-4.8,,2.6,270,35.3
108,서울,2013-02-21,-1.7,0,2.5,250,49
108,서울,2013-02-22,.5,3.9,3.1,290,57.1
108,서울,2013-02-23,-.9,,3.7,250,45.9
108,서울,2013-02-24,1.4,,2.2,270,42.4
108,서울,2013-02-25,3.3,,1.7,20,39.4
108,서울,2013-02-26,4.8,0,2.6,70,56.4
108,서울,2013-02-27,3.4,,3,270,69.5
108,서울,2013-02-28,6.7,1,2.9,270,57.3
108,서울,2013-03-01,.8,3,4.8,270,56.1
108,서울,2013-03-02,-.8,,3.2,270,42.6
108,서울,2013-03-03,.4,,2.9,270,50.3
108,서울,2013-03-04,3.1,,2.8,290,58.6
108,서울,2013-03-05,3.7,,3,230,51.8
108,서울,2013-03-06,7.9,,2.2,50,43.1
108,서울,2013-03-07,8,.5,3.7,200,74.1
108,서울,2013-03-08,8.5,,2.7,230,66
108,서울,2013-03-09,13.2,,4.3,70,48.8
108,서울,2013-03-10,1.2,,5,290,32.5
108,서울,2013-03-11,4.2,,2.2,270,33.4
108,서울,2013-03-12,7.5,3.5,2.1,50,60.4
108,서울,2013-03-13,5.2,11.5,3.6,290,64.5
108,서울,2013-03-14,4.1,,2.9,50,48.9
108,서울,2013-03-15,4.6,,2.4,270,43.4
108,서울,2013-03-16,6.3,,2.3,270,53.6
108,서울,2013-03-17,8.2,7.5,2.9,50,57.5
108,서울,2013-03-18,8.3,1,3.3,230,73
108,서울,2013-03-19,8,,2.2,290,61.1
108,서울,2013-03-20,2.8,.1,4.3,290,51.9
108,서울,2013-03-21,1.5,,2.5,270,34.3
108,서울,2013-03-22,3.4,,2.3,290,61.6
108,서울,2013-03-23,5.4,,2.3,270,39
108,서울,2013-03-24,5.1,,3.9,270,47.4
108,서울,2013-03-25,2.8,,3.8,290,40.3
108,서울,2013-03-26,4.4,,2.5,270,39.9
108,서울,2013-03-27,7.5,,2.8,20,30.1
108,서울,2013-03-28,7.3,,2.7,270,42.1
108,서울,2013-03-29,5.4,,3.4,290,28.6
108,서울,2013-03-30,4.9,.2,2.3,290,43.1
108,서울,2013-03-31,6.3,,2.7,270,46.4
108,서울,2013-04-01,9.2,.5,2.2,70,44.5
108,서울,2013-04-02,7.2,8.5,2.7,270,86.1
108,서울,2013-04-03,7.9,,2.6,250,64
108,서울,2013-04-04,12.6,,1.9,50,44.5
108,서울,2013-04-05,14.6,,2.6,70,42.1
108,서울,2013-04-06,7.5,14,2.9,290,84.4
108,서울,2013-04-07,5.1,1,4.4,250,57.3
108,서울,2013-04-08,8,1,4,230,55.1
108,서울,2013-04-09,6.2,.5,5.1,250,50.8
108,서울,2013-04-10,5,1.5,4.1,270,49.3
108,서울,2013-04-11,5.5,.5,4.9,270,54.5
108,서울,2013-04-12,6.9,,3.7,270,42.6
108,서울,2013-04-13,11.4,,4.5,230,38.6
108,서울,2013-04-14,8.3,3.5,4.7,270,40.4
108,서울,2013-04-15,7.5,,2,70,31.5
108,서울,2013-04-16,13.2,,4.4,70,54.5
108,서울,2013-04-17,14.8,,2.9,70,62.3
108,서울,2013-04-18,12.3,,4,270,37.4
108,서울,2013-04-19,9.8,,3.2,50,27
108,서울,2013-04-20,6.6,9.5,2.3,270,70.8
108,서울,2013-04-21,9,,3.3,230,58.8
108,서울,2013-04-22,11.4,,2.5,230,43.8
108,서울,2013-04-23,11.2,5.5,2.7,70,59.3
108,서울,2013-04-24,12.3,.1,3.7,250,67
108,서울,2013-04-25,9.3,4.5,3.3,250,78.9
108,서울,2013-04-26,11.7,.1,3.6,250,55
108,서울,2013-04-27,12.8,,2.8,270,51.4
108,서울,2013-04-28,16,,3.8,70,51
108,서울,2013-04-29,13.5,21,4.5,250,67.6
108,서울,2013-04-30,13.4,,3.5,250,48.8
108,서울,2013-05-01,13.2,1,3.3,270,52.4
108,서울,2013-05-02,12.4,1,2.5,250,67.1
108,서울,2013-05-03,12.6,0,3.2,230,64.8
108,서울,2013-05-04,13.9,,3.1,250,58.1
108,서울,2013-05-05,14.3,,3.4,250,51.8
108,서울,2013-05-06,14.6,,3,270,54
108,서울,2013-05-07,18.7,,2.7,270,41.4
108,서울,2013-05-08,19.4,,2.7,270,33.6
108,서울,2013-05-09,18.1,2.5,2.1,270,55.3
108,서울,2013-05-10,14,22,3.6,230,89.3
108,서울,2013-05-11,17.9,,3.5,230,55.5
108,서울,2013-05-12,19.1,1,4,230,61.3
108,서울,2013-05-13,21.6,,3.5,230,45
108,서울,2013-05-14,20.2,,2.9,270,46.9
108,서울,2013-05-15,19.4,,3.3,270,57
108,서울,2013-05-16,22,,4.2,70,33.3
108,서울,2013-05-17,20.2,,3,270,36.6
108,서울,2013-05-18,17.7,14.5,2.2,270,62.8
108,서울,2013-05-19,16.6,19.5,3.1,70,80.9
108,서울,2013-05-20,14.4,,3.2,230,76
108,서울,2013-05-21,17.7,,2,290,43.3
108,서울,2013-05-22,19.7,,2,50,49.4
108,서울,2013-05-23,22.1,,2.1,270,59.3
108,서울,2013-05-24,21.3,,2.6,270,58.9
108,서울,2013-05-25,24.7,,2,270,49.6
108,서울,2013-05-26,23.9,,2.5,270,45.9
108,서울,2013-05-27,19.7,56.5,3.5,70,80.4
108,서울,2013-05-28,18.9,11.5,2.8,70,89.1
108,서울,2013-05-29,16.1,2.5,3,230,87.8
108,서울,2013-05-30,19.2,,2.7,230,57.9
108,서울,2013-05-31,21.3,,2.2,270,46.6
108,서울,2013-06-01,21.7,,2.2,270,44.3
108,서울,2013-06-02,23.5,,2,50,48.6
108,서울,2013-06-03,21.3,,2.9,250,59
108,서울,2013-06-04,22.8,.2,2,290,54.3
108,서울,2013-06-05,24.8,,2,270,51.8
108,서울,2013-06-06,25,,2.1,270,55.9
108,서울,2013-06-07,25.7,,2.2,270,50.9
108,서울,2013-06-08,26.4,,1.9,270,48.5
108,서울,2013-06-09,27.4,,2.2,70,38.3
108,서울,2013-06-10,27.5,,2.3,160,35.5
108,서울,2013-06-11,23.7,7,2.6,70,57.9
108,서울,2013-06-12,20.5,6.5,2.2,270,85.4
108,서울,2013-06-13,23,,1.9,270,70.5
108,서울,2013-06-14,24.6,,2.3,270,62.3
108,서울,2013-06-15,24.6,,2.6,290,58.4
108,서울,2013-06-16,22.5,,2.8,270,69.8
108,서울,2013-06-17,22.3,.5,2.2,270,76.8
108,서울,2013-06-18,21.7,12,1.9,50,90.1
108,서울,2013-06-19,24.3,.1,1.6,270,71.1
108,서울,2013-06-20,25.8,,1.8,270,58.5
108,서울,2013-06-21,26.6,,1.9,20,57.5
108,서울,2013-06-22,25.1,,2.5,70,63.9
108,서울,2013-06-23,22.9,.3,3.2,230,69.6
108,서울,2013-06-24,23.5,,2.3,270,66.6
108,서울,2013-06-25,25.1,,2.1,270,58.6
108,서울,2013-06-26,24.5,0,2.6,270,59.8
108,서울,2013-06-27,25.1,,2.5,250,63.1
108,서울,2013-06-28,25.5,1.5,2.3,250,61.1
108,서울,2013-06-29,27.2,,1.8,20,54.8
108,서울,2013-06-30,27.7,.2,2,270,60.4
108,서울,2013-07-01,27.1,,2.7,270,58.4
108,서울,2013-07-02,24.3,51.5,4.6,230,82.5
108,서울,2013-07-03,25.2,,3.8,230,69.1
108,서울,2013-07-04,24.9,32.5,3.5,230,84.3
108,서울,2013-07-05,25.6,1,2.7,290,73.4
108,서울,2013-07-06,25.2,,2.7,270,73
108,서울,2013-07-07,24.9,3,1.8,200,78.8
108,서울,2013-07-08,24.3,68,3.5,200,88.6
108,서울,2013-07-09,24.5,6.5,3.2,230,87.3
108,서울,2013-07-10,25.3,1,3.9,230,82.8
108,서울,2013-07-11,24.6,14,4.1,230,86
108,서울,2013-07-12,23.6,74,4.9,230,88.4
108,서울,2013-07-13,24.2,165,1.7,230,90.1
108,서울,2013-07-14,24.1,23,3.7,230,90.9
108,서울,2013-07-15,26.5,3.5,3.5,230,80.1
108,서울,2013-07-16,26.9,1.5,4.5,200,70.4
108,서울,2013-07-17,24.2,18.5,3.7,230,89.1
108,서울,2013-07-18,25.1,26.5,1.9,200,85.6
108,서울,2013-07-19,26.8,,3.2,200,72
108,서울,2013-07-20,27,1,4.2,200,72.4
108,서울,2013-07-21,26.8,.5,4.8,230,78.8
108,서울,2013-07-22,26.4,84.5,3.1,230,81
108,서울,2013-07-23,25.7,56.5,3.8,200,87.3
108,서울,2013-07-24,24.7,11.5,4.6,230,79
108,서울,2013-07-25,26,0,3.7,230,71.8
108,서울,2013-07-26,26.5,,2.9,290,70.9
108,서울,2013-07-27,26.2,.2,2.2,230,67.8
108,서울,2013-07-28,25.3,11,2.1,50,85.5
108,서울,2013-07-29,26.5,3.5,3.4,250,82.3
108,서울,2013-07-30,26.3,9.5,2.2,110,73.9
108,서울,2013-07-31,26.4,8.5,3.3,230,75.4
108,서울,2013-08-01,28,,1.7,50,67.3
108,서울,2013-08-02,27.4,7.5,2,50,80.4
108,서울,2013-08-03,28.9,.1,3.7,230,72.3
108,서울,2013-08-04,28.3,4.5,2.4,250,76.4
108,서울,2013-08-05,27.7,7,3.2,230,78.9
108,서울,2013-08-06,26.4,45,2.4,70,80.8
108,서울,2013-08-07,28.7,,2.3,50,73.8
108,서울,2013-08-08,29.3,,3.7,200,73.5
108,서울,2013-08-09,29.2,0,4.1,230,79.9
108,서울,2013-08-10,28,2,2.4,250,82.4
108,서울,2013-08-11,28.7,,2.1,70,71.8
108,서울,2013-08-12,29.3,,2.8,290,69.8
108,서울,2013-08-13,29,,2.9,200,65.6
108,서울,2013-08-14,28.6,,2.5,270,67.1
108,서울,2013-08-15,28.7,0,3.1,230,71.5
108,서울,2013-08-16,28.7,4.5,3.7,230,71.8
108,서울,2013-08-17,28.7,,4.8,230,69.6
108,서울,2013-08-18,28.3,13,4.1,230,72.8
108,서울,2013-08-19,28.2,6,2.6,270,68.9
108,서울,2013-08-20,27.4,,1.7,50,62
108,서울,2013-08-21,28.8,,2.4,70,54.9
108,서울,2013-08-22,29.3,0,2.3,270,58.6
108,서울,2013-08-23,25.7,35,2.4,270,78.9
108,서울,2013-08-24,26.6,,1.8,290,60.4
108,서울,2013-08-25,27.1,,1.6,70,52.3
108,서울,2013-08-26,27,,2.4,270,52.3
108,서울,2013-08-27,25.6,,2.6,290,61.6
108,서울,2013-08-28,26.4,,2.7,200,59.4
108,서울,2013-08-29,25.5,21.5,4.2,230,79.1
108,서울,2013-08-30,25.1,,3.3,270,69.6
108,서울,2013-08-31,24,2.5,2.1,270,65.8
108,서울,2013-09-01,23.5,,2,270,54.6
108,서울,2013-09-02,22.4,,2.1,290,49.9
108,서울,2013-09-03,21.7,,2,290,43.5
108,서울,2013-09-04,22,,2.2,70,46.5
108,서울,2013-09-05,21.2,0,2.7,70,52.9
108,서울,2013-09-06,20.8,0,2.3,140,59.6
108,서울,2013-09-07,21.9,,2.1,50,61.8
108,서울,2013-09-08,22.9,,1.7,290,63.4
108,서울,2013-09-09,23,,1.8,50,67
108,서울,2013-09-10,22,11.5,1.7,50,76.3
108,서울,2013-09-11,20.1,36.5,2.3,70,90.6
108,서울,2013-09-12,23,.5,1.6,230,80.4
108,서울,2013-09-13,22.9,50,2.4,230,87.5
108,서울,2013-09-14,23.1,11.5,1.9,270,81.1
108,서울,2013-09-15,23.4,,2,290,59.5
108,서울,2013-09-16,20.9,,2.1,290,49.3
108,서울,2013-09-17,22.6,,1.5,50,48.4
108,서울,2013-09-18,24.4,,1.6,70,54
108,서울,2013-09-19,24.7,,2.7,70,56
108,서울,2013-09-20,23.4,,1.9,270,71.5
108,서울,2013-09-21,23.8,,1.7,70,66.9
108,서울,2013-09-22,23.1,0,4.2,70,54.9
108,서울,2013-09-23,23.8,,2.5,70,55.6
108,서울,2013-09-24,22,4.5,2.9,200,81.8
108,서울,2013-09-25,19.5,,3.4,270,57.3
108,서울,2013-09-26,17.3,,2.6,290,36.9
108,서울,2013-09-27,17.9,,1.8,50,50.9
108,서울,2013-09-28,17.4,4,2.2,70,70.6
108,서울,2013-09-29,17.2,19,2.7,70,86.1
108,서울,2013-09-30,20.7,1,2.5,70,71.8
108,서울,2013-10-01,21.6,,2.3,70,66.8
108,서울,2013-10-02,19.4,,3.2,270,58.6
108,서울,2013-10-03,16.3,,2.4,290,49.1
108,서울,2013-10-04,17.4,,1.7,50,54.6
108,서울,2013-10-05,20,,1.9,70,48
108,서울,2013-10-06,20.8,0,4,70,53.5
108,서울,2013-10-07,22.8,,2.5,70,65.9
108,서울,2013-10-08,20,3,2.3,70,83.4
108,서울,2013-10-09,20.5,,1.9,270,63.9
108,서울,2013-10-10,21.1,,2.2,230,71
108,서울,2013-10-11,18.1,6.5,5,270,57.5
108,서울,2013-10-12,16.4,,2.7,270,53.8
108,서울,2013-10-13,17.3,,1.5,50,62
108,서울,2013-10-14,18.3,,2.4,70,63.6
108,서울,2013-10-15,12,3.5,2.9,50,79.4
108,서울,2013-10-16,11.2,,1.8,20,53.1
108,서울,2013-10-17,12.4,,1.8,70,55.5
108,서울,2013-10-18,13.6,,1.8,50,54.8
108,서울,2013-10-19,14.6,,2.2,70,59.1
108,서울,2013-10-20,16.7,,2.3,70,60.1
108,서울,2013-10-21,16.2,,2.8,70,50.3
108,서울,2013-10-22,15.9,,3.8,70,46.1
108,서울,2013-10-23,16.2,,2.9,70,49.1
108,서울,2013-10-24,13.1,,3.2,290,50.8
108,서울,2013-10-25,9.3,,3.8,290,41.9
108,서울,2013-10-26,10,,1.9,290,50.5
108,서울,2013-10-27,11.4,,2,50,56.3
108,서울,2013-10-28,11.6,,1.4,50,65.5
108,서울,2013-10-29,12.7,.5,2.6,50,71.3
108,서울,2013-10-30,10.5,,2,270,58.9
108,서울,2013-10-31,11.7,,1.7,20,54.9
108,서울,2013-11-01,14.8,,1.5,70,50.8
108,서울,2013-11-02,11.6,7.5,1.6,50,79.8
108,서울,2013-11-03,11.9,0,1.7,50,80.3
108,서울,2013-11-04,12.6,,1.8,290,70.3
108,서울,2013-11-05,12.3,,1.8,50,64.3
108,서울,2013-11-06,12.2,1,2.3,50,77.5
108,서울,2013-11-07,12.2,.1,4,270,52.9
108,서울,2013-11-08,9,,1.6,70,43.4
108,서울,2013-11-09,11.6,5.5,2.4,70,62.1
108,서울,2013-11-10,5.5,0,4.3,290,45.3
108,서울,2013-11-11,2.6,,2.8,270,32.9
108,서울,2013-11-12,3.4,,2.7,290,36.1
108,서울,2013-11-13,4.8,,1.7,290,43.5
108,서울,2013-11-14,6.7,1,1.9,50,55.1
108,서울,2013-11-15,8.2,2,1.8,50,78.3
108,서울,2013-11-16,7,2,2.6,50,72
108,서울,2013-11-17,5.2,1,4.2,270,58.1
108,서울,2013-11-18,1.1,0,5.2,270,53.6
108,서울,2013-11-19,1.1,0,4.4,270,53.9
108,서울,2013-11-20,1.5,,3.2,270,38.8
108,서울,2013-11-21,2.6,,2.4,270,48.8
108,서울,2013-11-22,4.6,,1.9,270,57.9
108,서울,2013-11-23,7.1,,1.7,50,64.6
108,서울,2013-11-24,7.3,14,3.5,70,74.3
108,서울,2013-11-25,4.7,9.5,6.1,270,64.6
108,서울,2013-11-26,2.1,1.5,2.5,250,60.9
108,서울,2013-11-27,0,1.7,3.4,290,66.8
108,서울,2013-11-28,-3.8,,2.9,270,48.9
108,서울,2013-11-29,-.7,0,1.8,290,52.9
108,서울,2013-11-30,5.3,,2.4,50,56.9
108,서울,2013-12-01,4.5,,2.1,270,66.9
108,서울,2013-12-02,3.9,0,1.4,20,64.3
108,서울,2013-12-03,6.7,,1.6,270,62.6
108,서울,2013-12-04,5.5,,1.8,50,72.8
108,서울,2013-12-05,5.5,,2.4,20,73.4
108,서울,2013-12-06,3,0,2.7,290,42.6
108,서울,2013-12-07,6.2,.1,1.9,230,60.8
108,서울,2013-12-08,4.2,0,2.8,70,75.3
108,서울,2013-12-09,3.8,14,3.1,70,83.1
108,서울,2013-12-10,.3,,3.2,270,56.1
108,서울,2013-12-11,-1.7,2.6,3.9,270,64.1
108,서울,2013-12-12,-3.2,4.1,2.7,290,69.9
108,서울,2013-12-13,-6.8,,2.4,290,47.5
108,서울,2013-12-14,-4.9,1.1,1.5,20,65.4
108,서울,2013-12-15,-4.4,,1.9,270,48.1
108,서울,2013-12-16,-3.6,,1.8,20,52.6
108,서울,2013-12-17,-.3,,1.5,70,52.4
108,서울,2013-12-18,2.2,.8,2.4,270,65.1
108,서울,2013-12-19,-3.5,.3,4,270,60.6
108,서울,2013-12-20,-4,0,2.6,270,56.3
108,서울,2013-12-21,-3.1,,1.8,290,56.4
108,서울,2013-12-22,-2.1,,1.9,50,57.5
108,서울,2013-12-23,-1.1,,2.2,290,57.1
108,서울,2013-12-24,-1.6,,1.7,50,58
108,서울,2013-12-25,-.5,,1.8,50,60.4
108,서울,2013-12-26,-.5,1.6,2.6,20,67.8
108,서울,2013-12-27,-6.8,,3.4,290,49.5
108,서울,2013-12-28,-6.5,,2.5,270,44.1
108,서울,2013-12-29,-2.9,.1,2.1,230,59.8
108,서울,2013-12-30,2.2,,2.9,230,55.4
108,서울,2013-12-31,3.8,,3.6,230,58.8
